Efna2,Epha2
Efna2,Epha5
Ebi3,Il6st
Ebi3,Il27ra
Comp,Itgav
Comp,Notch1
Comp,Notch3
Comp,Cd47
Comp,Itga7
Comp,Cd36
Tgfb3,Tgfbr2
Tgfb3,Tgfbr1
Tgfb3,Eng
Tgfb3,Tgfbr3
Tgfb3,Acvr1
Gdf15,Egfr
Gdf15,Tgfbr2
Gdf15,Tgfbr1
Gdf15,Ret
Gdf15,Gfral
Calr,Lrp1
Calr,Scarf1
Calr,Mpl
Efnb3,Ephb2
Efnb3,Epha4
Efnb3,Ephb3
Efnb3,Ephb6
Efnb3,Ephb1
Sst,Sstr3
Sst,Sstr2
Sst,Sstr4
Sst,Sstr5
Sst,Sstr1
Pgf,Egfr
Pgf,Flt1
Pgf,Nrp1
Pgf,Nrp2
Ccl24,Ccr2
Ccl24,Ackr2
Ccl24,Ccr3
Zp3,Egfr
Zp3,Zp3r
Shbg,Gprc6a
App,Lrp6
App,Lrp1
App,Lrp2
App,Cav1
App,Notch1
App,Cd47
App,Cd74
App,Trpc6
App,Dcc
App,Lrp8
App,Sorcs1
App,Lrp4
App,Casr
App,Tspan12
App,Notch2
App,Lrp10
App,Gpr3
App,Tspan15
App,Fpr2
App,Tnfrsf21
App,Vldlr
App,Adra2a
App,Sorl1
App,Drd3
App,Ngfr
App,Ncstn
Agrp,Mc5r
Agrp,Mc3r
Agrp,Sdc3
Tnfsf14,Fas
Tnfsf14,Ltbr
Tnfsf14,Tnfrsf14
Trh,Trhr
Prl7a2,Prlr
Prl8a9,Prlr
Prl8a1,Prlr
Wnt10a,Fzd10
Bmp7,Acvr2b
Bmp7,Bmpr1b
Bmp7,Acvr2a
Bmp7,Bmpr2
Bmp7,Bmpr1a
Bmp7,Acvr1
Bmp7,Acvrl1
Ccl8,Ccr2
Ccl8,Ccr5
Ccl8,Ccr3
Ccl8,Ccr1
Ccl8,Ccr8
Rarres2,Ccrl2
Timp1,Lrp1
Timp1,Itgb1
Timp1,Cd63
Wnt3a,Fzd6
Wnt3a,Fzd2
Wnt3a,Lrp5
Wnt3a,Fzd1
Wnt3a,Fzd3
Wnt3a,Fzd8
Wnt3a,Lrp6
Wnt3a,Fzd5
Wnt3a,Fzd7
Wnt3a,Fzd4
Wnt3a,Igf1r
Wnt3a,Ptk7
Wnt3a,Apcdd1
Psen2,Notch2
Wnt2,Fzd2
Wnt2,Lrp5
Wnt2,Fzd1
Wnt2,Fzd3
Wnt2,Fzd8
Wnt2,Fzd5
Wnt2,Fzd7
Wnt2,Fzd9
Wnt2,Fzd4
Bmp5,Bmpr1b
Bmp5,Bmpr2
Bmp5,Bmpr1a
Wnt8a,Fzd1
Wnt8a,Lrp6
Wnt8a,Fzd5
Wnt8a,Fzd7
Wnt8a,Fzd4
Wnt8a,Ptk7
Plg,Lrp2
Plg,Plgrkt
Plg,Igf2r
Plg,Itgb2
Plg,Plaur
Csf1,Csf1r
Csf1,Flt4
Ceacam16,Tectb
Ceacam16,Tecta
Dll1,Notch1
Dll1,Notch3
Dll1,Notch2
Dll1,Notch4
Mmp13,Lrp1
Lama5,Itgb4
Lama5,Bcam
Hspa8,Aqp2
Cd34,Sell
Cd274,Pdcd1
Cd274,Cd80
Lnx2,Cd8a
Lnx2,Cxadr
Il10,Il10ra
Il10,Il10rb
Prl5a1,Prlr
Pyy,Npy5r
Pyy,Npy1r
Pyy,Dpp4
Ppy,Npy2r
Vtn,Itgav
Vtn,Itgb5
Vtn,Itga8
Vtn,Plaur
Igfbp4,Lrp6
Ada,Dpp4
Ada,Adora2b
Ada,Adora1
Mmp9,Lrp1
Mmp9,Ephb2
Mmp9,Cd44
Mmp9,Tlr9
Mmp9,Tlr4
Mmp9,Itgb2
Prl3c1,Prlr
Mfng,Notch1
Gdf9,Bmpr1b
Gdf9,Acvr2a
Gdf9,Bmpr2
Gdf9,Bmpr1a
Gdf9,Tgfbr1
Gdf9,Acvr1c
Gdf9,Acvr1b
Wnt9b,Lrp5
Wnt9b,Lrp6
Wnt9b,Fzd5
Tnfsf13,Tnfrsf17
Tnfsf13,Tnfrsf13b
Il3,Il4ra
Il3,Il2ra
Il3,Csf2rb2
Il3,Il3ra
Csf2,Sdc2
Csf2,Csf1r
Csf2,Csf2rb
Csf2,Csf2ra
Csf2,Csf3r
Cxcl16,Cxcr6
Ccl6,Ccr1
Ccl4,Ackr2
Ccl4,Ccr5
Ccl4,Ccr3
Ccl4,Ccr1
Ccl4,Ccr8
Ccl9,Ccr1
Calm3,Grm7
Calm3,Scn10a
Calm3,Scn4a
Calm3,Trpc5
Calm3,Kcnq3
Calm3,Adcy8
Calm3,Mylk
Icam5,Itgal
Icam5,Itgb2
Cd70,Cd27
Sema6a,Plxna4
Sema6a,Plxna2
Vip,Dpp4
Vip,Npr3
Vip,Ramp2
Vip,Vipr1
Vip,Adcyap1r1
Vip,Ramp1
Vip,Ramp3
Vip,Vipr2
Lama4,Itgb1
Nts,Sort1
Nts,Ntsr1
Nts,Ntsr2
Nts,Ngfr
Ccn2,Egfr
Ccn2,Lrp6
Ccn2,Fgfr2
Ccn2,Lrp1
Ccn2,Itgam
Ccn2,Itga5
Ccn2,Ntrk1
Hsp90b1,Lrp6
Hsp90b1,Lrp1
Hsp90b1,Tlr2
Hsp90b1,Tlr9
Hsp90b1,Tlr4
Hsp90b1,Pparg
Fgf18,Fgfr1
Fgf18,Fgfr4
Fgf18,Fgfr2
Fgf18,Fgfr3
Madcam1,Itgb7
Madcam1,Itga4
Fgf22,Fgfr1
Fgf22,Fgfr2
Il13,Il4ra
Il13,Il13ra1
Il13,Il13ra2
Pomc,Mc5r
Pomc,Mc3r
Pomc,Mc2r
Pomc,Mc4r
Pomc,Oprm1
Pomc,Mc1r
Pomc,Oprd1
Ccl7,Ccr2
Ccl7,Ccr5
Ccl7,Cxcr3
Ccl7,Ccr3
Ccl7,Ccr1
Ccl7,Ccr10
Tac4,Tacr1
Gng4,Kcnj6
Prl7d1,Prlr
Prl2c5,Prlr
Prl4a1,Prlr
Edn1,Ednrb
Edn1,Kel
Edn1,Ednra
Sema4d,Erbb2
Sema4d,Plxna2
Sema4d,Cd72
Sema4d,Plxnb1
Sema4d,Met
Sema4d,Plxnb2
Cxcl14,Cxcr4
Il9,Il9r
Thbs4,Notch1
Fgf10,Fgfr1
Fgf10,Fgfr2
Fgf10,Fgfr3
Nid2,Col13a1
Plau,Lrp1
Plau,Lrp2
Plau,Igf2r
Plau,Mrc2
Plau,Itgb2
Plau,Plaur
Vcl,Alk
Arf4,Lrp2
Fgf9,Fgfr1
Fgf9,Fgfr4
Fgf9,Fgfr2
Fgf9,Fgfr3
Tnfsf11,Lgr4
Tnfsf11,Tnfrsf11b
Tnfsf11,Itga2b
Tnfsf11,Tnfrsf11a
Clu,Lrp2
Clu,Lrp8
Clu,Vldlr
Adam2,Itgb7
Adam2,Itgb1
Adam2,Itga6
Adam2,Cd9
Adam2,Itga9
Fgf17,Fgfr1
Fgf17,Fgfr4
Fgf17,Fgfr2
Fgf17,Fgfr3
Gdnf,Gfra4
Gdnf,Ret
Gdnf,Sorl1
Gdnf,Sdc3
Gdnf,Gfra3
Gdnf,Gfra1
Gdnf,Gfra2
Angpt1,Itga5
Angpt1,Tek
Col2a1,Itgav
Col2a1,Itga2b
Col2a1,Itga2
Col2a1,Itga1
Col2a1,Mag
Pla2g10,Pla2r1
Ahsg,Insr
Hrg,Erbb2
Hrg,Erbb3
Adipoq,Adipor1
Adipoq,Adipor2
Prl2a1,Prlr
Pros1,Tyro3
Pros1,Axl
Pros1,Mertk
Wnt10b,Fzd6
Wnt10b,Fzd8
Wnt10b,Lrp6
Wnt10b,Fzd5
Wnt10b,Fzd7
Wnt10b,Fzd4
Wnt1,Fzd6
Wnt1,Lrp5
Wnt1,Fzd1
Wnt1,Fzd8
Wnt1,Lrp6
Wnt1,Fzd5
Wnt1,Fzd7
Wnt1,Fzd9
Wnt1,Fzd10
Npff,Npffr2
Npff,Npffr1
Cxcl13,Cxcr3
Cxcl13,Ackr4
Cxcl13,Cxcr5
Ccl25,Ackr2
Ccl25,Ackr4
Ccl25,Ccr9
Guca2a,Gucy2c
Bmp15,Bmpr1b
Bmp15,Bmpr2
Bmp15,Bmpr1a
Bmp15,Tgfbr1
Bmp15,Acvr1c
Bmp15,Acvr1b
Gnb3,Kcnj6
Crisp2,Catsper1
Tff2,Muc6
Ntn3,Dcc
Ntn3,Neo1
C3,Lrp1
C3,Itgam
C3,Cd46
C3,Cd55
C3,C3ar1
C3,Cr2
C3,C5ar2
C3,Cd19
C3,Cd81
C3,Itgb2
Tslp,Crlf2
Tslp,Il7r
Apom,Lrp2
Ltb,Ltbr
Ltb,Tnfrsf1a
Ltb,Cd40
Tnf,Tnfrsf1a
Tnf,Rhbdf2
Tnf,Tnfrsf1b
Tnf,Cd40
Lta,Ltbr
Lta,Tnfrsf14
Lta,Tnfrsf1a
Lta,Tnfrsf1b
Hbegf,Egfr
Hbegf,Erbb2
Hbegf,Cd9
Hbegf,Erbb3
Hbegf,Erbb4
Scgb1a1,Lrp2
Anxa1,Fpr2
Anxa1,Fpr1
Anxa1,Dysf
Il33,Il1rl1
Il33,Il1rap
Il33,Kit
Dkk1,Lrp5
Dkk1,Lrp6
Dkk1,Kremen2
Dkk1,Kremen1
Gal,Gpr151
Gal,Galr1
Gal,Galr2
Vegfb,Flt1
Vegfb,Nrp1
Rbp4,Stra6
Slit1,Gpc1
Slit1,Robo2
Slit1,Plxna1
Slit1,Flrt3
Slit1,Robo1
Sema4g,Plxnb2
Fgf8,Fgfr1
Fgf8,Fgfr4
Fgf8,Fgfr2
Fgf8,Fgfr3
Fgf8,Fgfrl1
Gdf11,Acvr2b
Gdf11,Acvr2a
Gdf11,Tgfbr1
Gdf11,Acvr1c
Gdf11,Acvr1b
Il23a,Il23r
Il23a,Il12rb1
Inhbc,Acvr2b
Inhbc,Acvr2a
Hras,Tlr2
Hras,Grin2d
Hras,Cav1
Hras,Tlr9
Podxl,Sell
Nmb,Brs3
Nmb,Nmbr
Il6,Egfr
Il6,Il6st
Il6,Il6ra
Il17a,Il17rd
Il17a,Il17rc
Il17a,Il17ra
Ctla4,Cd80
Mstn,Acvr2b
Mstn,Acvr2a
Mstn,Tgfbr1
Mstn,Acvr1b
Nppc,Npr3
Nppc,Npr1
Nppc,Npr2
Il20,Il20rb
Il20,Il22ra1
Il20,Il20ra
Lamc2,Itgb1
Lamc2,Itga6
Lamc2,Itgb4
Lamc2,Itga3
Xcl1,Xcr1
Angptl1,Tek
Tnfsf4,Traf2
Tnfsf4,Tnfrsf4
Cel,Cxcr4
Hc,C5ar2
Hc,C5ar1
Il1f6,Il1rap
Il1f6,Il1rl2
Il1f8,Il1rap
Il1f8,Il1rl2
Il1f8,Il1f5
Fshb,Fshr
Lin7c,Abca1
Lin7c,Htr2c
Mdk,Lrp6
Mdk,Lrp1
Mdk,Itgb1
Mdk,Alk
Mdk,Ptprz1
F2,Itga2b
F2,Thbd
F2,F2rl2
F2,F2rl1
Jag1,Notch1
Jag1,Notch3
Jag1,Notch2
Jag1,Notch4
Oxt,Avpr2
Oxt,Oxtr
Spint1,St14
Bmp2,Acvr2b
Bmp2,Bmpr1b
Bmp2,Acvr2a
Bmp2,Bmpr2
Bmp2,Bmpr1a
Bmp2,Tgfbr3
Bmp2,Acvr1
Bmp2,Hjv
Il1b,Il1rap
Il1b,Il1r1
Il1b,Il1r2
Il1a,Il1rap
Il1a,Il1r1
Il1a,Il1r2
Cst3,Lrp2
Angpt4,Tek
Edn3,Ednrb
Edn3,Kel
Edn3,Ednra
a,Mc1r
a,Atrn
Ghrh,Vipr1
Ghrh,Ghrhr
Il21,Il2rg
Il21,Il21r
Il2,Il2ra
Il2,Il2rg
Il2,Il2rb
Il2,Ngfr
Wnt2b,Fzd4
Efna1,Epha3
Efna1,Epha4
Efna1,Epha7
Efna1,Epha6
Efna1,Epha10
Efna1,Epha8
Efna1,Epha1
Efna1,Epha2
Efna1,Epha5
Vcam1,Itgb7
Vcam1,Itgb1
Vcam1,Itga4
Vcam1,Itga9
Vcam1,Itgb2
Sfrp2,Fzd5
Pdgfc,Pdgfra
Pdgfc,Pdgfrb
Pdgfc,Flt4
Egf,Egfr
Egf,Erbb2
Egf,Cd44
Egf,Cav1
Egf,Nrp1
Egf,Erbb3
Egf,Erbb4
Dkk2,Lrp6
Efna3,Erbb2
Efna3,Epha3
Efna3,Epha4
Efna3,Epha7
Efna3,Epha6
Efna3,Ephb1
Efna3,Epha10
Efna3,Epha8
Efna3,Epha1
Efna3,Epha2
Efna3,Epha5
Efna4,Epha3
Efna4,Epha4
Efna4,Epha7
Efna4,Epha6
Efna4,Epha10
Efna4,Epha8
Efna4,Epha1
Efna4,Epha2
Efna4,Epha5
Adam15,Itgav
Adam15,Itgb1
Adam15,Itga9
Sema4a,Nrp1
Sema4a,Plxnb1
Sema4a,Plxnb2
Sema4a,Plxnd1
Ccn1,Tlr2
Ccn1,Itgav
Ccn1,Itgam
Ccn1,Itgb2
Tnfsf8,Tnfrsf8
Tln1,Itgal
Tln1,Itgb1
Tln1,Itgb2
Col9a2,Mag
Edn2,Ednrb
Edn2,Kel
Edn2,Ednra
Sema3c,Nrp1
Sema3c,Nrp2
Sema3c,Plxna4
Sema3c,Plxnb1
Sema3c,Plxnd1
Hgf,Itgb1
Hgf,Cd44
Hgf,Sdc2
Hgf,Nrp1
Hgf,Nrp2
Hgf,Plxnb1
Hgf,Met
Rspo1,Lrp6
Rspo1,Lgr4
Rspo1,Lgr6
Rspo1,Znrf3
Rspo1,Lgr5
Sema3a,Nrp1
Sema3a,Nrp2
Sema3a,Plxna4
Sema3a,Plxna2
Sema3a,Plxna1
Uts2,Uts2r
Cort,Sstr3
Cort,Sstr2
Cort,Sstr4
Cort,Sstr5
Cort,Sstr1
Cort,Ghsr
Draxin,Dcc
Gnb1,Kcnj6
Nmu,Nmur2
Nmu,Nmur1
Bmp3,Acvr2b
Bmp3,Acvr2a
Fgf5,Fgfr1
Fgf5,Fgfr4
Fgf5,Fgfr2
Fgf5,Fgfr3
Cxcl5,Ackr1
Cxcl5,Cxcr2
Ppbp,Cxcr2
Ppbp,Cxcr1
Pf4,Fgfr2
Pf4,Cxcr3
Pf4,Lrp1
Pf4,Ccr1
Pf4,Thbd
Pf4,Procr
Areg,Egfr
Areg,Igf1r
Areg,Erbb2
Areg,Erbb3
Areg,Erbb4
Cxcl3,Cxcr3
Cxcl3,Cxcr2
Cxcl1,Ackr1
Cxcl1,Cxcr2
Cxcl1,Cxcr1
Il31,Il31ra
Il31,Osmr
Pla2g1b,Pla2r1
Col1a2,Itgb1
Col1a2,Cd44
Col1a2,Cd93
Col1a2,Itga2
Gng11,Kcnj6
Epo,Mpl
Epo,Epor
Gnb2,Kcnj6
Npy,Npy5r
Npy,Npy1r
Npy,Dpp4
Npy,Npy2r
Npy,Npy4r
Npy,Npy6r
Npy,Fap
Npvf,Npffr2
Npvf,Npffr1
Tgfa,Egfr
Tgfa,Erbb2
Tgfa,Erbb3
Tgfa,Erbb4
Bmp10,Bmpr1b
Bmp10,Bmpr2
Bmp10,Bmpr1a
Bmp10,Tgfbr1
Bmp10,Eng
Bmp10,Acvr1
Bmp10,Alk
Bmp10,Acvrl1
Prok2,Prokr2
Prok2,Prokr1
Wnt7a,Lrp5
Wnt7a,Fzd1
Wnt7a,Fzd3
Wnt7a,Lrp6
Wnt7a,Fzd5
Wnt7a,Fzd7
Wnt7a,Fzd9
Wnt7a,Fzd4
Wnt7a,Lrp4
Wnt7a,Adgra2
Wnt7a,Celsr3
Wnt7a,Reck
Gdf3,Acvr2b
Gdf3,Acvr2a
Gdf3,Tgfbr1
Gdf3,Acvr1c
Gdf3,Acvr1b
Clec2d,Klrb1b
Rtn2,Rtn4r
Vasp,Itga4
Mfge8,Pdgfrb
Mfge8,Itgav
Mfge8,Itgb1
Mfge8,Itgb5
Mfge8,Itgb3
Calca,Calcrl
Calca,Calcr
Fgf21,Fgfr1
Fgf21,Fgfr2
Fgf21,Fgfr3
Fgf21,Klb
Izumo1,Cd9
Izumo1,Izumo1r
Hpx,Lrp1
Fgf15,Fgfr1
Fgf15,Fgfr4
Fgf15,Fgfr2
Fgf15,Fgfr3
Fgf15,Klb
Fadd,Fas
Fadd,Tnfrsf1a
Fadd,Tradd
Fadd,Tnfrsf10b
Cd40lg,Traf2
Cd40lg,Traf1
Cd40lg,Cd40
Cd40lg,Traf3
Fgf13,Fgfr1
Fgf13,Fgfr4
Fgf13,Fgfr2
Fgf13,Fgfr3
Fgf13,Scn5a
F9,Lrp1
F8,Lrp1
F8,Ldlr
Fgf16,Fgfr1
Fgf16,Fgfr4
Fgf16,Fgfr2
Fgf16,Fgfr3
Bgn,Tlr2
Bgn,Cd44
Bgn,Tlr4
Bgn,P2rx7
Bgn,P2rx4
Vegfd,Fgfr2
Vegfd,Nrp2
Vegfd,Flt4
Vegfd,Itga9
Vegfd,Kdr
Angpt2,Itgav
Angpt2,Itgb1
Angpt2,Itga5
Angpt2,Tek
Angpt2,Itgb2
Tnfsf13b,Tnfrsf17
Tnfsf13b,Tnfrsf13c
Tnfsf13b,Tnfrsf13b
Col4a1,Itgb1
Col4a1,Cd93
Col4a2,Itgb1
Col4a2,Cd93
Vegfc,Itgb1
Vegfc,Nrp2
Vegfc,Flt4
Vegfc,Itga9
Vegfc,Kdr
Vegfc,Ccbe1
Plat,Lrp1
Plat,Itgam
Sfrp1,Fzd2
Fgf20,Fgfr1
Fgf20,Fgfr4
Fgf20,Fgfr2
Fgf20,Fgfr3
Il15,Il2ra
Il15,Il2rg
Il15,Il2rb
Il15,Il15ra
Il15,Il11ra1
Mmp2,Itgav
Mmp2,Itgb1
Mmp2,Sdc2
Mmp2,Itgb3
Cx3cl1,Itgav
Cx3cl1,Itgb1
Cx3cl1,Itga4
Cx3cl1,Cx3cr1
Cx3cl1,Itgb3
Ccl22,Ccr4
Ccl22,Ackr2
Ccl22,Dpp4
Ccl17,Ccr4
Ccl17,Ackr1
Ccl17,Ackr2
Ccl17,Ccr8
Insl3,Rxfp2
Insl3,Rxfp1
Jam3,Itgam
Jam3,Itgal
Jam3,Itgb1
Jam3,Itga4
Jam3,Itgb2
Apoc3,Lrp1
Apoc3,Gpihbp1
Apoc3,Ldlr
Apoa1,Lrp2
Apoa1,Abca1
Lipc,Lrp1
Lipc,Ldlr
Lipc,Scarb1
Ptgs2,Ptger4
Ptgs2,Ptger3
Ptgs2,Ptger2
Ptgs2,Ptger1
Tdgf1,Lrp5
Tdgf1,Lrp6
Tdgf1,Fzd7
Tdgf1,Acvr2b
Tdgf1,Acvr2a
Tdgf1,Tgfbr1
Tdgf1,Gpc1
Tdgf1,Acvr1c
Tdgf1,Acvr1b
Ucn,Crhr1
Ucn,Crhr2
Ntng2,Lrrc4c
Ntng2,Lrrc4
Avp,Avpr2
Avp,Oxtr
Avp,Avpr1a
Avp,Avpr1b
Lgals3bp,Itgb1
Apob,Lrp6
Apob,Lrp1
Apob,Lrp2
Apob,Cd36
Apob,Tlr4
Apob,Ldlr
Apob,Scarb1
Apob,Apobr
Apob,Mttp
Apob,Lsr
Wnt4,Fzd6
Wnt4,Fzd2
Wnt4,Fzd1
Wnt4,Fzd8
Wnt4,Lrp6
Wnt4,Fzd5
Wnt4,Fzd7
Wnt4,Fzd4
Wnt4,Fzd10
Wnt4,Musk
Fgg,Itgav
Fgg,Itga5
Fgg,Itga2b
Fgg,Itgb2
Galp,Galr1
Galp,Galr2
Fgf2,Fgfr1
Fgf2,Fgfr4
Fgf2,Fgfr2
Fgf2,Fgfr3
Fgf2,Itgav
Fgf2,Cd44
Fgf2,Sdc2
Fgf2,Notch1
Fgf2,Nrp1
Fgf2,Sdc3
Fgf2,Ptprz1
Fgf2,Kit
Fgf2,Fgfrl1
Fgf2,Sdc4
Fgf2,Sdc1
Fgf2,Itgb3
Fgf2,Lyve1
Fgf2,Gpc4
Csf3,Csf1r
Csf3,Csf3r
Bmp8a,Acvr2b
Bmp8a,Acvr2a
Bmp8a,Tgfbr2
Bmp8a,Bmpr2
Bmp8a,Bmpr1a
Bmp8a,Tgfbr1
Gdf7,Bmpr1b
Gdf7,Acvr2a
Gdf7,Bmpr2
Gdf7,Bmpr1a
Serpine1,Lrp1
Serpine1,Lrp2
Serpine1,Vldlr
Serpine1,Lrp1b
Serpine1,Plaur
Ccl5,Ccr4
Ccl5,Ackr1
Ccl5,Ackr2
Ccl5,Ccr5
Ccl5,Ccr3
Ccl5,Ackr4
Ccl5,Ccr1
Ccl5,Ccrl2
Ccl5,Gpr75
Nodal,Acvr2b
Nodal,Acvr2a
Nodal,Acvr1c
Nodal,Acvr1b
Npnt,Itgb1
Npnt,Itga8
Lman1,Mcfd2
Tnfsf10,Tnfrsf11b
Tnfsf10,Tnfrsf10b
Inha,Acvr2a
Tnfsf9,Traf2
Tnfsf9,Traf1
Tnfsf9,Tnfrsf9
Tnfsf9,Tmem126a
Pth2,Ramp1
Pth2,Pth2r
Mif,Cd44
Mif,Cd74
Mif,Cxcr4
Mif,Cxcr2
Mif,Ackr3
Spon1,Lrp8
Lefty1,Acvr2b
Lefty1,Acvr2a
Lefty1,Acvr1
Lefty1,Acvr1b
Sct,Sctr
Sct,Vipr2
Rspo4,Lgr4
Rspo4,Lgr6
Rspo4,Lgr5
Sema7a,Itgb1
Gng10,Kcnj6
Wnt8b,Lrp6
Wnt8b,Fzd7
Wnt8b,Fzd10
Wnt8b,Ptk7
Amh,Bmpr1a
Amh,Acvr1
Amh,Amhr2
Il5,Csf2rb
Il5,Il5ra
Tgfb2,Tgfbr2
Tgfb2,Tgfbr1
Tgfb2,Tgfbr3
Iapp,Ramp3
Iapp,Calcr
Lama1,Itgb1
Lama1,Itga7
Lama1,Itgb4
Lama1,Itga2
Lama1,Itga1
Pmch,Mchr1
Crp,Tlr4
Crp,Fcgr1
Crp,Olr1
Thbs1,Ptprj
Thbs1,Lrp1
Thbs1,Itgav
Thbs1,Itgb1
Thbs1,Itgb8
Thbs1,Cd47
Thbs1,Cd36
Thbs1,Vldlr
Thbs1,Itga5
Thbs1,Itga2
Thbs1,Itga1
Thbs1,Itga3
Thbs1,Sdc1
Thbs1,Itgb3
Thbs1,Itgb6
Thbs1,Scarb2
Inhbb,Acvr2b
Inhbb,Acvr2a
Inhbb,Acvr1c
Clcf1,Il6st
Clcf1,Cntfr
Clcf1,Crlf1
Fgf1,Fgfr1
Fgf1,Fgfr4
Fgf1,Fgfr2
Fgf1,Fgfr3
Fgf1,Cd44
Fgf1,Nrp1
Apln,Aplnr
Grn,Sort1
Grn,Tnfrsf1a
Grn,Tnfrsf1b
Nrtn,Ret
Nrtn,Sdc3
Nrtn,Gfra3
Nrtn,Gfra1
Nrtn,Gfra2
Prl3a1,Prlr
Gc,Lrp2
Il17f,Il17rc
Il17f,Il17ra
Cxcl10,Cxcr3
Cxcl10,Dpp4
Cxcl10,Tlr4
Cxcl10,Cxcr4
Cxcl10,Sdc4
Prl3b1,Prlr
Chad,Itgb1
Chad,Itga2
Inhba,Acvr2b
Inhba,Acvr2a
Inhba,Tgfbr1
Inhba,Tgfbr3
Inhba,Acvr1c
Inhba,Acvr1b
S100b,Fgfr1
S100b,Alcam
Gdf5,Ror2
Gdf5,Acvr2b
Gdf5,Bmpr1b
Gdf5,Acvr2a
Gdf5,Bmpr2
Gdf5,Acvr1
C1qa,Cd93
Calm2,Grm7
Calm2,Scn10a
Calm2,Scn4a
Calm2,Trpc5
Calm2,Kcnq3
Calm2,Adcy8
Calm2,Mylk
Calm2,Cacna1c
Ctf1,Il6st
Ucn3,Il10rb
Ucn3,Crhr1
Ucn3,Crhr2
Efnb1,Egfr
Efnb1,Ephb2
Efnb1,Epha4
Efnb1,Ephb3
Efnb1,Epha7
Efnb1,Ephb4
Efnb1,Epha6
Efnb1,Ephb6
Efnb1,Ephb1
Efnb1,Epha5
Rln3,Rxfp2
Rln3,Rxfp1
Rln3,Rxfp4
Rln3,Rxfp3
Col9a1,Mag
Nlgn2,Nrxn1
Nlgn2,Nrxn3
Nlgn2,Nrxn2
Il1f9,Il1rap
Il1f9,Il1rl2
Prl2c1,Prlr
Lcn2,Lrp2
Lcn2,Slc22a17
Inhbe,Acvr2b
Inhbe,Acvr2a
Pnoc,Oprl1
Fn1,Itgb7
Fn1,Itgb1
Fn1,Cd44
Fn1,Itga5
Fn1,Col13a1
Fn1,Itga2b
Fn1,Flrt2
Fn1,Itga3
Fn1,Cd79a
Fbln1,Itgb1
Il18,Il18r1
Il18,Il18bp
Il18,Il18rap
Il27,Il6st
Il27,Il27ra
Qrfp,Qrfpr
Pcsk9,Lrp1
Pcsk9,Lrp8
Pcsk9,Vldlr
Pcsk9,Sort1
Pcsk9,Ldlr
Pcsk9,Aplp2
Arf6,Pld1
